name,light_years_from_earth,plante_mass,stellar_magnitude,decovery_date 
Kepler-87 b,4022,1.02 Jupiters,14.681,2013
HD 88133 b,240,1.02 Jupiters,8.01852,2004
Gamma Librae b,155,1.02 Jupiters,3.90672,2018
KOI-3503 c,2894,10.36 Earths,13.831,2021
TRAPPIST-1 f,41,1.039 Earths,17.02,2017
CoRoT-27 b,3296,10.39 Jupiters,15.774,2014
HD 219077 b,95,10.39 Jupiters,6.12,2012
Kepler-1649 b,301,1.03 Earths,17.95,2017
Kepler-188 c,3159,10.3 Earths,14.719,2014
GJ 160.2 b,84,10.2 Earths,9.7,2014
Kepler-87 b,4022,1.02 Jupiters,14.681,2013
HD 88133 b,240,1.02 Jupiters,8.01852,2004
Gamma Librae b,155,1.02 Jupiters,3.90672,2018
KOI-3503 c,2894,10.36 Earths,13.831,2021
TRAPPIST-1 f,41,1.039 Earths,17.02,2017
CoRoT-27 b,3296,10.39 Jupiters,15.774,2014
HD 219077 b,95,10.39 Jupiters,6.12,2012
Kepler-1649 b,301,1.03 Earths,17.95,2017
Kepler-188 c,3159,10.3 Earths,14.719,2014
GJ 160.2 b,84,10.2 Earths,9.7,2014
Kepler-87 b,4022,1.02 Jupiters,14.681,2013
HD 88133 b,240,1.02 Jupiters,8.01852,2004
Gamma Librae b,155,1.02 Jupiters,3.90672,2018
KOI-3503 c,2894,10.36 Earths,13.831,2021
TRAPPIST-1 f,41,1.039 Earths,17.02,2017
CoRoT-27 b,3296,10.39 Jupiters,15.774,2014
HD 219077 b,95,10.39 Jupiters,6.12,2012
Kepler-1649 b,301,1.03 Earths,17.95,2017
Kepler-188 c,3159,10.3 Earths,14.719,2014
GJ 160.2 b,84,10.2 Earths,9.7,2014
Kepler-87 b,4022,1.02 Jupiters,14.681,2013
HD 88133 b,240,1.02 Jupiters,8.01852,2004
Gamma Librae b,155,1.02 Jupiters,3.90672,2018
KOI-3503 c,2894,10.36 Earths,13.831,2021
TRAPPIST-1 f,41,1.039 Earths,17.02,2017
CoRoT-27 b,3296,10.39 Jupiters,15.774,2014
HD 219077 b,95,10.39 Jupiters,6.12,2012
Kepler-1649 b,301,1.03 Earths,17.95,2017
Kepler-188 c,3159,10.3 Earths,14.719,2014
Kepler-1634 b,2014,10.3 Earths,14.636,2016
Kepler-1642 b,1350,10.3 Earths,14.319,2016
Kepler-1294 b,6053,10.3 Earths,15.361,2016
Kepler-391 b,2835,10.3 Earths,13.177,2014
Kepler-1172 b,4262,10.3 Earths,16.083,2016
HD 110082 b,343,10.3 Earths,9.23,2021
CoRoT-1 b,2570,1.03 Jupiters,13.623,2008
OGLE-TR-211 b,4943,1.03 Jupiters,15.364,2007
Kepler-424 b,2279,1.03 Jupiters,14.429,2014
HD 100777 b,162,1.03 Jupiters,8.42,2007
HATS-58 A b,1317,1.03 Jupiters,11.572,2019
18 Delphini b,249,10.3 Jupiters,5.51048,2008
WASP-18 b,403,10.42954 Jupiters,9.28,2009
Rho Coronae Borealis b,57,1.0449 Jupiters,5.40816,1997
Kepler-106 c,1449,10.44 Earths,12.923,2014
HAT-P-42 b,1322,1.044 Jupiters,12.125,2012
HD 31527 b,125,10.47 Earths,7.49,2019
Kepler-197 b,1078,1.04 Earths,11.775,2014
Kepler-130 b,1033,1.04 Earths,11.572,2014
Kepler-1616 b,3712,1.04 Earths,13.491,2016
Kepler-192 d,2126,1.04 Earths,14.308,2016
Kepler-336 b,2508,1.04 Earths,13.677,2014
Kepler-1150 b,1169,1.04 Earths,14.748,2016
Kepler-782 b,1458,10.4 Earths,12.843,2016
Kepler-483 b,2806,10.4 Earths,13.452,2016
MOA-2009-BLG-266L b,9916,10.4 Earths,,2011
K2-172 c,815,10.4 Earths,12.5,2018
Kepler-1674 b,3303,10.4 Earths,15.697,2020
K2-341 b,1375,10.4 Earths,12.725,2018
BD+14 4559 b,161,1.04 Jupiters,9.78,2009
HD 164922 e,72,10.52012 Earths,7.01227,2021
HD 5319 c,396,1.053 Jupiters,8.05,2014
HD 160691 d,51,10.5547 Earths,5.12,2004
HAT-P-35 b,1654,1.056 Jupiters,12.389,2011
HAT-P-61 b,1105,1.057 Jupiters,13.096,2021
Teegarden's Star b,12,1.05 Earths,15.13,2019
KOI-94 b,1556,10.5 Earths,12.314,2013
Kepler-1636 b,6353,10.5 Earths,15.807,2016
K2-63 b,1688,10.5 Earths,12.98,2016
Kepler-648 b,2075,10.5 Earths,14.027,2016
Kepler-472 b,1000,10.5 Earths,13.898,2016
Kepler-305 b,2833,10.5 Earths,15.851,2013
GJ 3138 d,93,10.5 Earths,10.8275,2017
HD 191939 c,175,10.5 Earths,8.97,2020
Kepler-1666 c,4500,10.5 Earths,15.104,2020
HD 110113 c,347,10.5 Earths,10.09,2021
HD 216536 b,1227,1.05 Jupiters,9.229,2015
CFBDSIR J145829+101343 b,75,10.5 Jupiters,,2011
HD 20781 d,117,10.61 Earths,8.48,2019
BD+15 2375 b,2505,1.061 Jupiters,10.41,2016
Kepler-472 b,1000,10.5 Earths,13.898,2016
Kepler-305 b,2833,10.5 Earths,15.851,2013
GJ 3138 d,93,10.5 Earths,10.8275,2017
HD 191939 c,175,10.5 Earths,8.97,2020
Kepler-1666 c,4500,10.5 Earths,15.104,2020
HD 110113 c,347,10.5 Earths,10.09,2021
HD 216536 b,1227,1.05 Jupiters,9.229,2015
CFBDSIR J145829+101343 b,75,10.5 Jupiters,,2011
HD 20781 d,117,10.61 Earths,8.48,2019
BD+15 2375 b,2505,1.061 Jupiters,10.41,2016
Kepler-472 b,1000,10.5 Earths,13.898,2016
Kepler-305 b,2833,10.5 Earths,15.851,2013
GJ 3138 d,93,10.5 Earths,10.8275,2017
HD 191939 c,175,10.5 Earths,8.97,2020
Kepler-1666 c,4500,10.5 Earths,15.104,2020
HD 110113 c,347,10.5 Earths,10.09,2021
HD 216536 b,1227,1.05 Jupiters,9.229,2015
CFBDSIR J145829+101343 b,75,10.5 Jupiters,,2011
HD 20781 d,117,10.61 Earths,8.48,2019
BD+15 2375 b,2505,1.061 Jupiters,10.41,2016
Kepler-472 b,1000,10.5 Earths,13.898,2016
Kepler-305 b,2833,10.5 Earths,15.851,2013
GJ 3138 d,93,10.5 Earths,10.8275,2017
HD 191939 c,175,10.5 Earths,8.97,2020
Kepler-1666 c,4500,10.5 Earths,15.104,2020
HD 110113 c,347,10.5 Earths,10.09,2021
HD 216536 b,1227,1.05 Jupiters,9.229,2015
CFBDSIR J145829+101343 b,75,10.5 Jupiters,,2011
HD 20781 d,117,10.61 Earths,8.48,2019
BD+15 2375 b,2505,1.061 Jupiters,10.41,2016
Kepler-472 b,1000,10.5 Earths,13.898,2016
Kepler-305 b,2833,10.5 Earths,15.851,2013
GJ 3138 d,93,10.5 Earths,10.8275,2017
HD 191939 c,175,10.5 Earths,8.97,2020
Kepler-1666 c,4500,10.5 Earths,15.104,2020
HD 110113 c,347,10.5 Earths,10.09,2021
HD 216536 b,1227,1.05 Jupiters,9.229,2015
CFBDSIR J145829+101343 b,75,10.5 Jupiters,,2011
HD 20781 d,117,10.61 Earths,8.48,2019
BD+15 2375 b,2505,1.061 Jupiters,10.41,2016
HD 95127 b,2207,10.63 Jupiters,8.15,2015
HD 156846 b,156,10.67 Jupiters,6.5,2007
WASP-19 b,875,1.069 Jupiters,12.248,2009
HD 114762 b,131,10.69 Jupiters,7.3,1989
Kepler-199 c,1700,10.6 Earths,13.796,2014
Kepler-538 b,509,10.6 Earths,11.27,2016
Kepler-860 b,3446,10.6 Earths,15.544,2016
Kepler-742 b,1596,10.6 Earths,15.357,2016
Kepler-430 b,2993,10.6 Earths,13.908,2015
K2-164 b,1225,10.6 Earths,11.352,2018
GJ 163 b,49,10.6 Earths,11.79,2013
HD 60532 b,85,1.06 Jupiters,4.44,2008
HATS-3 b,1341,1.071 Jupiters,12.433,2013
HATS-14 b,1673,1.071 Jupiters,14.052,2015
TYC 4282-00605-1 b,1514,10.78 Jupiters,10.465,2017
Kepler-1097 b,2348,10.7 Earths,15.652,2016
Kepler-287 c,2727,10.7 Earths,14.952,2014
Kepler-368 b,2515,10.7 Earths,12.946,2014
Kepler-726 b,2486,10.7 Earths,15.362,2016
Kepler-987 b,2982,10.7 Earths,15.171,2016
Kepler-576 b,2014,10.7 Earths,14.627,2016
K2-285 e,505,10.7 Earths,12.075,2018
Kepler-1085 c,4451,10.7 Earths,15.273,2020
K2-348 b,658,10.7 Earths,12.572,2018
WASP-75 b,959,1.07 Jupiters,11.591,2013
HD 219134 g,21,10.80622 Earths,5.56911,2015
Kepler-94 b,626,10.84 Earths,13.071,2014
WASP-171 b,2472,1.084 Jupiters,12.612,2019
Kepler-1612 b,2495,1.08 Earths,14.936,2016
Kepler-1347 b,1047,1.08 Earths,13.557,2016
Kepler-1398 c,2780,1.08 Earths,13.752,2016
Kepler-374 b,4128,1.08 Earths,14.701,2014
Kepler-387 b,2613,1.08 Earths,14.129,2014
Kepler-395 b,1375,1.08 Earths,16.5919,2014
Kepler-1163 b,1561,1.08 Earths,12.208,2016
EPIC 201754305 d,1093,1.08 Earths,14.668,2019
K2-338 b,512,1.08 Earths,13.322,2016
Kepler-1080 b,4511,10.8 Earths,13.486,2016
Kepler-724 b,2783,10.8 Earths,15.284,2016
K2-201 c,646,10.8 Earths,12.168,2018
Kepler-411 e,501,10.8 Earths,12.448,2018
TOI-2076 b,137,10.8 Earths,9.139,2021
Kepler-97 c,1308,1.08 Jupiters,12.994,2014
WASP-68 b,739,1.08 Jupiters,10.674,2014
HD 13189 b,1624,10.95 Jupiters,7.57,2005
Kepler-79 b,3330,10.9 Earths,14.036,2012
Kepler-1467 b,2782,10.9 Earths,15.83,2016
Kepler-610 c,2759,10.9 Earths,14.816,2016
Kepler-464 b,2178,10.9 Earths,12.75,2016
K2-290 b,890,10.9 Earths,11.114,2019
Kepler-1663 b,1102,10.9 Earths,16.069,2020
Kepler-1678 b,2764,10.9 Earths,15.02,2020
KPS-1 b,857,1.09 Jupiters,12.97,2018
HIP 91258 b,150,1.09 Jupiters,8.65,2013
KMT-2018-BLG-1996L b,19278,1.09 Jupiters,,2021
Kepler-1536 b,1263,10 Earths,15.464,2016
Kepler-218 c,2141,10 Earths,14.035,2014
HR 8799 c,135,10 Jupiters,5.98,2008
HR 8799 d,135,10 Jupiters,5.98,2008
HR 8799 e,135,10 Jupiters,5.98,2010
Kepler-1663 b,1102,10.9 Earths,16.069,2020
Kepler-1678 b,2764,10.9 Earths,15.02,2020
KPS-1 b,857,1.09 Jupiters,12.97,2018
HIP 91258 b,150,1.09 Jupiters,8.65,2013
KMT-2018-BLG-1996L b,19278,1.09 Jupiters,,2021
Kepler-1536 b,1263,10 Earths,15.464,2016
Kepler-218 c,2141,10 Earths,14.035,2014
HR 8799 c,135,10 Jupiters,5.98,2008
HR 8799 d,135,10 Jupiters,5.98,2008
HR 8799 e,135,10 Jupiters,5.98,2010
Kepler-1663 b,1102,10.9 Earths,16.069,2020
Kepler-1678 b,2764,10.9 Earths,15.02,2020
KPS-1 b,857,1.09 Jupiters,12.97,2018
HIP 91258 b,150,1.09 Jupiters,8.65,2013
KMT-2018-BLG-1996L b,19278,1.09 Jupiters,,2021
Kepler-1536 b,1263,10 Earths,15.464,2016
Kepler-218 c,2141,10 Earths,14.035,2014
HR 8799 c,135,10 Jupiters,5.98,2008
HR 8799 d,135,10 Jupiters,5.98,2008
HR 8799 e,135,10 Jupiters,5.98,2010
Kepler-1663 b,1102,10.9 Earths,16.069,2020
Kepler-1678 b,2764,10.9 Earths,15.02,2020
KPS-1 b,857,1.09 Jupiters,12.97,2018
HIP 91258 b,150,1.09 Jupiters,8.65,2013
KMT-2018-BLG-1996L b,19278,1.09 Jupiters,,2021
Kepler-1536 b,1263,10 Earths,15.464,2016
Kepler-218 c,2141,10 Earths,14.035,2014
HR 8799 c,135,10 Jupiters,5.98,2008
HR 8799 d,135,10 Jupiters,5.98,2008
HR 8799 e,135,10 Jupiters,5.98,2010
Kepler-1663 b,1102,10.9 Earths,16.069,2020
Kepler-1678 b,2764,10.9 Earths,15.02,2020
KPS-1 b,857,1.09 Jupiters,12.97,2018
HIP 91258 b,150,1.09 Jupiters,8.65,2013
KMT-2018-BLG-1996L b,19278,1.09 Jupiters,,2021
Kepler-1536 b,1263,10 Earths,15.464,2016
Kepler-218 c,2141,10 Earths,14.035,2014
HR 8799 c,135,10 Jupiters,5.98,2008
HR 8799 d,135,10 Jupiters,5.98,2008
HR 8799 e,135,10 Jupiters,5.98,2010
TYC 1422-614-1 c,2193,10 Jupiters,10.193,2014
KOI-1833 d,947,11.02 Earths,14.626,2021
GJ 422 b,41,11.07 Earths,11.66,2014
GJ 674 b,15,11.09 Earths,9.38,2007
HD 110014 b,329,11.09 Jupiters,4.64597,2009
HD 73534 b,272,1.112 Jupiters,8.23,2008
Kepler-106 e,1449,11.17 Earths,12.923,2014
HD 220689 b,153,1.118 Jupiters,7.74,2012
Teegarden's Star c,12,1.11 Earths,15.13,2019
TOI-700 b,102,1.11 Earths,13.151,2020
Kepler-940 b,4113,11.1 Earths,15.727,2016
Kepler-351 c,3536,11.1 Earths,16.229,2014
Kepler-728 b,5758,11.1 Earths,15.585,2016
Kepler-264 b,3073,11.1 Earths,13.15,2014
Kepler-275 d,6636,11.1 Earths,15.289,2014
CoRoT-19 b,2579,1.11 Jupiters,14.135,2011
WASP-78 b,2460,1.11 Jupiters,11.965,2012
BD+15 2940 b,1391,1.11 Jupiters,9.01,2013
HD 9174 b,266,1.11 Jupiters,8.4,2016
HIP 67537 b,379,11.1 Jupiters,6.43,2017
HD 14787 b,389,1.121 Jupiters,7.63,2018
HD 136352 c,48,11.24 Earths,5.65,2019
K2-266 b,253,11.26782 Earths,11.625,2018
K2-233 b,220,11.26 Earths,10.883,2018
OGLE-2017-BLG-1375L b,12820,11.28 Jupiters,,2020
Kepler-1576 b,1503,1.12 Earths,13.439,2016
Kepler-1578 b,3471,1.12 Earths,15.585,2016
Kepler-1409 b,2267,1.12 Earths,15.391,2016
K2-129 b,91,1.12 Earths,13.639,2017
EPIC 201841433 b,1424,1.12 Earths,14.983,2019
Kepler-609 b,3477,11.2 Earths,14.96,2016
Kepler-1451 b,3454,11.2 Earths,15.313,2016
Kepler-1510 b,5533,11.2 Earths,15.315,2016
Kepler-1057 b,3920,11.2 Earths,15.825,2016
Kepler-1083 b,2944,11.2 Earths,16.103,2016
Kepler-684 b,5647,11.2 Earths,15.695,2016
Kepler-541 b,3460,11.2 Earths,13.383,2016
HD 103949 b,86,11.2 Earths,8.7,2019
Kepler-1670 b,6739,11.2 Earths,15.743,2020
HD 13808 b,92,11.2 Earths,8.36,2021
K2-340 b,2408,11.2 Earths,14.428,2016
WTS-2 b,3362,1.12 Jupiters,15.954,2014
VHS J125601.92-125723.9 b,41,11.2 Jupiters,17.73,2015
Kepler-470 b,3033,112 Jupiters,13.282,2016
Kepler-485 b,3722,112 Jupiters,15.069,2016
Kepler-340 c,2638,11.3 Earths,12.329,2014
Kepler-143 c,2640,11.3 Earths,13.882,2014
Kepler-30 b,2982,11.3 Earths,15.726,2012
Kepler-1676 b,,11.3 Earths,13.485,2020
K2-111 c,654,11.3 Earths,11.13,2020
K2-340 b,2408,11.2 Earths,14.428,2016
WTS-2 b,3362,1.12 Jupiters,15.954,2014
VHS J125601.92-125723.9 b,41,11.2 Jupiters,17.73,2015
Kepler-470 b,3033,112 Jupiters,13.282,2016
Kepler-485 b,3722,112 Jupiters,15.069,2016
Kepler-340 c,2638,11.3 Earths,12.329,2014
Kepler-143 c,2640,11.3 Earths,13.882,2014
Kepler-30 b,2982,11.3 Earths,15.726,2012
Kepler-1676 b,,11.3 Earths,13.485,2020
K2-111 c,654,11.3 Earths,11.13,2020
K2-340 b,2408,11.2 Earths,14.428,2016
WTS-2 b,3362,1.12 Jupiters,15.954,2014
VHS J125601.92-125723.9 b,41,11.2 Jupiters,17.73,2015
Kepler-470 b,3033,112 Jupiters,13.282,2016
Kepler-485 b,3722,112 Jupiters,15.069,2016
Kepler-340 c,2638,11.3 Earths,12.329,2014
Kepler-143 c,2640,11.3 Earths,13.882,2014
Kepler-30 b,2982,11.3 Earths,15.726,2012
Kepler-1676 b,,11.3 Earths,13.485,2020
K2-111 c,654,11.3 Earths,11.13,2020
K2-340 b,2408,11.2 Earths,14.428,2016
WTS-2 b,3362,1.12 Jupiters,15.954,2014
VHS J125601.92-125723.9 b,41,11.2 Jupiters,17.73,2015
Kepler-470 b,3033,112 Jupiters,13.282,2016
Kepler-485 b,3722,112 Jupiters,15.069,2016
Kepler-340 c,2638,11.3 Earths,12.329,2014
Kepler-143 c,2640,11.3 Earths,13.882,2014
Kepler-30 b,2982,11.3 Earths,15.726,2012
Kepler-1676 b,,11.3 Earths,13.485,2020
K2-111 c,654,11.3 Earths,11.13,2020
K2-340 b,2408,11.2 Earths,14.428,2016
WTS-2 b,3362,1.12 Jupiters,15.954,2014
VHS J125601.92-125723.9 b,41,11.2 Jupiters,17.73,2015
Kepler-470 b,3033,112 Jupiters,13.282,2016
Kepler-485 b,3722,112 Jupiters,15.069,2016
Kepler-340 c,2638,11.3 Earths,12.329,2014
Kepler-143 c,2640,11.3 Earths,13.882,2014
Kepler-30 b,2982,11.3 Earths,15.726,2012
Kepler-1676 b,,11.3 Earths,13.485,2020
K2-111 c,654,11.3 Earths,11.13,2020
HD 231701 b,355,1.13 Jupiters,8.97,2007
HD 189733 b,64,1.13 Jupiters,7.67,2005
HD 159243 b,239,1.13 Jupiters,8.65,2013
GU Piscium b,155,11.3 Jupiters,14.146,2014
WASP-47 b,864,1.14243 Jupiters,11.936,2012
K2-180 b,665,11.44182 Earths,12.557,2018
YZ Ceti d,12,1.14 Earths,12.074,2017
Kepler-83 c,1306,11.4 Earths,16.145,2012
Kepler-139 c,1276,11.4 Earths,12.775,2014
Kepler-591 b,2561,11.4 Earths,14.628,2016
Kepler-965 b,1901,11.4 Earths,13.488,2016
Kepler-533 b,988,11.4 Earths,14.128,2016
Kepler-766 b,7495,11.4 Earths,15.825,2016
Kepler-268 c,2779,11.4 Earths,13.844,2014
Kepler-275 c,6636,11.4 Earths,15.289,2014
Kepler-310 c,1965,11.4 Earths,14.376,2014
Kepler-335 b,4172,11.4 Earths,14.111,2014
HD 114386 b,91,1.14 Jupiters,8.73,2003
HD 96992 b,1292,1.14 Jupiters,8.57,2021
HD 152843 b,352,11.56 Earths,8.855,2021
EPIC 201170410.02,437,1.15 Earths,17.6984,2020
Kepler-159 c,1219,11.5 Earths,15.386,2014
Kepler-1360 b,4946,11.5 Earths,14.007,2016
Kepler-616 c,3085,11.5 Earths,15.021,2016
Kepler-711 b,2037,11.5 Earths,15.635,2016
Kepler-712 b,2846,11.5 Earths,16.161,2016
Kepler-1051 b,2705,11.5 Earths,13.212,2016
HD 130322 b,104,1.15 Jupiters,8.04,1999
HD 20003 b,136,11.66 Earths,8.39,2019
HAT-P-37 b,1274,1.169 Jupiters,13.427,2011
EPIC 201170410.02,437,1.15 Earths,17.6984,2020
Kepler-159 c,1219,11.5 Earths,15.386,2014
Kepler-1360 b,4946,11.5 Earths,14.007,2016
Kepler-616 c,3085,11.5 Earths,15.021,2016
Kepler-711 b,2037,11.5 Earths,15.635,2016
Kepler-712 b,2846,11.5 Earths,16.161,2016
Kepler-1051 b,2705,11.5 Earths,13.212,2016
HD 130322 b,104,1.15 Jupiters,8.04,1999
HD 20003 b,136,11.66 Earths,8.39,2019
HAT-P-37 b,1274,1.169 Jupiters,13.427,2011
HD 28254 b,180,1.16 Jupiters,7.69,2010
MOA-2011-BLG-322L b,24661,11.6 Jupiters,,2013
CI Tauri b,515,11.6 Jupiters,13.642,2019
HD 10180 d,127,11.75 Earths,7.33,2010
Kepler-113 b,856,11.7 Earths,13.655,2014
WASP-82 b,899,1.17 Jupiters,10.073,2015
HD 2685 b,642,1.17 Jupiters,9.595,2019
Kepler-471 b,4076,117 Jupiters,13.767,2016
HD 31527 d,125,11.82 Earths,7.49,2019
WASP-121 b,880,1.183 Jupiters,10.514,2016
HD 28254 b,180,1.16 Jupiters,7.69,2010
MOA-2011-BLG-322L b,24661,11.6 Jupiters,,2013
CI Tauri b,515,11.6 Jupiters,13.642,2019
HD 10180 d,127,11.75 Earths,7.33,2010
Kepler-113 b,856,11.7 Earths,13.655,2014
WASP-82 b,899,1.17 Jupiters,10.073,2015
HD 2685 b,642,1.17 Jupiters,9.595,2019
Kepler-471 b,4076,117 Jupiters,13.767,2016
HD 31527 d,125,11.82 Earths,7.49,2019
WASP-121 b,880,1.183 Jupiters,10.514,2016
WASP-4 b,872,1.186 Jupiters,12.483,2007
K2-157 b,973,1.18 Earths,12.942,2018
GJ 273 c,19,1.18 Earths,9.84,2017
Kepler-161 c,1418,11.8 Earths,14.406,2014
Kepler-596 b,3340,11.8 Earths,14.128,2016
Kepler-1533 b,3154,11.8 Earths,13.289,2016
HD 69830 c,41,11.8 Earths,5.96004,2006
HD 24085 b,179,11.8 Earths,7.57,2019
TOI-1444 c,409,11.8 Earths,10.936,2021
TOI-1260 c,240,11.8 Earths,11.922,2021
WASP-4 b,872,1.186 Jupiters,12.483,2007
K2-157 b,973,1.18 Earths,12.942,2018
GJ 273 c,19,1.18 Earths,9.84,2017
Kepler-161 c,1418,11.8 Earths,14.406,2014
Kepler-596 b,3340,11.8 Earths,14.128,2016
Kepler-1533 b,3154,11.8 Earths,13.289,2016
HD 69830 c,41,11.8 Earths,5.96004,2006
HD 24085 b,179,11.8 Earths,7.57,2019
TOI-1444 c,409,11.8 Earths,10.936,2021
TOI-1260 c,240,11.8 Earths,11.922,2021
WASP-4 b,872,1.186 Jupiters,12.483,2007
K2-157 b,973,1.18 Earths,12.942,2018
GJ 273 c,19,1.18 Earths,9.84,2017
Kepler-161 c,1418,11.8 Earths,14.406,2014
Kepler-596 b,3340,11.8 Earths,14.128,2016
Kepler-1533 b,3154,11.8 Earths,13.289,2016
HD 69830 c,41,11.8 Earths,5.96004,2006
HD 24085 b,179,11.8 Earths,7.57,2019
TOI-1444 c,409,11.8 Earths,10.936,2021
TOI-1260 c,240,11.8 Earths,11.922,2021
WASP-4 b,872,1.186 Jupiters,12.483,2007
K2-157 b,973,1.18 Earths,12.942,2018
GJ 273 c,19,1.18 Earths,9.84,2017
Kepler-161 c,1418,11.8 Earths,14.406,2014
Kepler-596 b,3340,11.8 Earths,14.128,2016
Kepler-1533 b,3154,11.8 Earths,13.289,2016
HD 69830 c,41,11.8 Earths,5.96004,2006
HD 24085 b,179,11.8 Earths,7.57,2019
TOI-1444 c,409,11.8 Earths,10.936,2021
TOI-1260 c,240,11.8 Earths,11.922,2021
WASP-4 b,872,1.186 Jupiters,12.483,2007
K2-157 b,973,1.18 Earths,12.942,2018
GJ 273 c,19,1.18 Earths,9.84,2017
Kepler-161 c,1418,11.8 Earths,14.406,2014
Kepler-596 b,3340,11.8 Earths,14.128,2016
Kepler-1533 b,3154,11.8 Earths,13.289,2016
HD 69830 c,41,11.8 Earths,5.96004,2006
HD 24085 b,179,11.8 Earths,7.57,2019
TOI-1444 c,409,11.8 Earths,10.936,2021
TOI-1260 c,240,11.8 Earths,11.922,2021
KELT-18 b,1048,1.18 Jupiters,10.16,2017
OGLE-TR-132 b,6565,1.18 Jupiters,16.536,2004
HD 141399 d,121,1.18 Jupiters,7.20856,2014
TOI-157 b,1160,1.18 Jupiters,12.725,2020
KIC 7917485 b,4511,11.8 Jupiters,13.166,2016
Kepler-493 b,5695,118 Jupiters,15.268,2016
HATS-33 b,810,1.192 Jupiters,11.91,2016
TOI-561 d,280,11.95 Earths,10.252,2020
HAT-P-41 b,1136,1.19 Jupiters,11.365,2012
XO-5 b,901,1.19 Jupiters,12.198,2008
KELT-18 b,1048,1.18 Jupiters,10.16,2017
OGLE-TR-132 b,6565,1.18 Jupiters,16.536,2004
HD 141399 d,121,1.18 Jupiters,7.20856,2014
TOI-157 b,1160,1.18 Jupiters,12.725,2020
KIC 7917485 b,4511,11.8 Jupiters,13.166,2016
Kepler-493 b,5695,118 Jupiters,15.268,2016
HATS-33 b,810,1.192 Jupiters,11.91,2016
TOI-561 d,280,11.95 Earths,10.252,2020
HAT-P-41 b,1136,1.19 Jupiters,11.365,2012
XO-5 b,901,1.19 Jupiters,12.198,2008
Qatar-9 b,697,1.19 Jupiters,14.023,2019
Kepler-207 d,2856,11 Earths,13.164,2014
K2-95 b,587,11 Earths,17.236,2016
Kepler-606 b,3964,11 Earths,14.895,2016
Kepler-620 b,4421,11 Earths,14.844,2016
Kepler-739 b,4471,11 Earths,15.711,2016
Kepler-417 b,3177,11 Earths,15.864,2014
Kepler-1270 b,3572,11 Earths,13.562,2016
Kepler-549 b,2072,11 Earths,14.805,2016
Kepler-418 b,3270,1.1 Jupiters,14.824,2014
HD 45184 b,72,12.19 Earths,6.383,2019
Kepler-161 b,1418,12.1 Earths,14.406,2014
Kepler-234 c,5653,12.1 Earths,15.747,2014
HD 52265 b,98,1.21 Jupiters,6.29351,2000
HD 147513 b,42,1.21 Jupiters,5.37,2003
HD 143105 b,153,1.21 Jupiters,6.77005,2016
HD 180617 b,19,12.214 Earths,9.12,2018
HATS-35 b,1678,1.222 Jupiters,12.609,2016
CoRoT-22 b,2046,12.2 Earths,13.82,2014
Kepler-37 d,209,12.2 Earths,9.770001,2013
Kepler-657 b,5519,12.2 Earths,15.404,2016
Kepler-359 b,4708,12.2 Earths,15.805,2014
Kepler-687 b,2067,12.2 Earths,15.695,2016
Kepler-1038 b,1905,12.2 Earths,15.03,2016
K2-283 b,1314,12.2 Earths,14.364,2018
WASP-138 b,1351,1.22 Jupiters,11.796,2016
HD 30562 b,85,1.22 Jupiters,5.77466,2009
TOI-163 b,1343,1.22 Jupiters,11.467,2019
K2-237 b,1028,1.236 Jupiters,11.602,2018
TOI-677 b,463,1.236 Jupiters,9.822,2020
Kepler-657 b,5519,12.2 Earths,15.404,2016
Kepler-359 b,4708,12.2 Earths,15.805,2014
Kepler-687 b,2067,12.2 Earths,15.695,2016
Kepler-1038 b,1905,12.2 Earths,15.03,2016
K2-283 b,1314,12.2 Earths,14.364,2018
WASP-138 b,1351,1.22 Jupiters,11.796,2016
HD 30562 b,85,1.22 Jupiters,5.77466,2009
TOI-163 b,1343,1.22 Jupiters,11.467,2019
K2-237 b,1028,1.236 Jupiters,11.602,2018
TOI-677 b,463,1.236 Jupiters,9.822,2020
Kepler-657 b,5519,12.2 Earths,15.404,2016
Kepler-359 b,4708,12.2 Earths,15.805,2014
Kepler-687 b,2067,12.2 Earths,15.695,2016
Kepler-1038 b,1905,12.2 Earths,15.03,2016
K2-283 b,1314,12.2 Earths,14.364,2018
WASP-138 b,1351,1.22 Jupiters,11.796,2016
HD 30562 b,85,1.22 Jupiters,5.77466,2009
TOI-163 b,1343,1.22 Jupiters,11.467,2019
K2-237 b,1028,1.236 Jupiters,11.602,2018
TOI-677 b,463,1.236 Jupiters,9.822,2020
Kepler-657 b,5519,12.2 Earths,15.404,2016
Kepler-359 b,4708,12.2 Earths,15.805,2014
Kepler-687 b,2067,12.2 Earths,15.695,2016
Kepler-1038 b,1905,12.2 Earths,15.03,2016
K2-283 b,1314,12.2 Earths,14.364,2018
WASP-138 b,1351,1.22 Jupiters,11.796,2016
HD 30562 b,85,1.22 Jupiters,5.77466,2009
TOI-163 b,1343,1.22 Jupiters,11.467,2019
K2-237 b,1028,1.236 Jupiters,11.602,2018
TOI-677 b,463,1.236 Jupiters,9.822,2020
Kepler-657 b,5519,12.2 Earths,15.404,2016
Kepler-359 b,4708,12.2 Earths,15.805,2014
Kepler-687 b,2067,12.2 Earths,15.695,2016
Kepler-1038 b,1905,12.2 Earths,15.03,2016
